InvoiceNo,JournalNo,OrderID,InvoiceDate,Store,Salesperson,Payment,SKU,Category,Product,Brand,Qty,UnitPrice,Discount,NetRevenue,VATRate,VATOutput,InvoiceTotal,UnitCost,TotalCost,GrossProfit,MarginPct,AR_Debit,Revenue_Credit,VATOutput_Credit,COGS_Debit,Inventory_Credit,AR_Account,Revenue_Account,VAT_Account,COGS_Account,Inventory_Account
INV20260600501,JV20260600501,SO20260600501,2026-06-21,HN-CG,NV003,Ví điện tử,RF-AE1055,Tủ lạnh,Panasonic 300L,Mitsubishi,1,8932994,0.09,8129024,0.08,650321,8779345,7243000,7243000,886024,0.109,8779345,8129024,650321,7243000,7243000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600502,JV20260600502,SO20260600502,2026-06-07,HCM-Q1,NV015,Trả góp,MW-2666B6,Lò vi sóng,Panasonic 25L,Mitsubishi,3,2528453,0.08,6978530,0.08,558282,7536812,1703000,5109000,1869530,0.2679,7536812,6978530,558282,5109000,5109000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600503,JV20260600503,SO20260600503,2026-06-11,HN-HBT,NV005,Thẻ,VC-A1C900,Máy hút bụi,Philips FC,Xiaomi,3,9473346,0.04,27283236,0.08,2182658,29465894,7435000,22305000,4978236,0.1825,29465894,27283236,2182658,22305000,22305000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600504,JV20260600504,SO20260600504,2026-06-16,HN-HBT,NV008,Tiền mặt,WM-B368C2,Máy giặt,Samsung 10kg,Casper,1,11185696,0.04,10738268,0.08,859061,11597329,8939000,8939000,1799268,0.1676,11597329,10738268,859061,8939000,8939000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600505,JV20260600505,SO20260600505,2026-06-01,DN-HC,NV002,Chuyển khoản,RF-8AEC72,Tủ lạnh,Samsung Inverter 350L,Daikin,1,16408782,0.12,14439728,0.08,1155178,15594906,12236000,12236000,2203728,0.1526,15594906,14439728,1155178,12236000,12236000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600506,JV20260600506,SO20260600506,2026-06-22,HN-HBT,NV030,Trả góp,KT-4207FB,Ấm siêu tốc,Sunhouse,Asia,3,281047,0.04,809415,0.08,64753,874168,151000,453000,356415,0.4403,874168,809415,64753,453000,453000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600507,JV20260600507,SO20260600507,2026-06-15,HCM-Q1,NV006,Tiền mặt,MW-807E15,Lò vi sóng,Panasonic 25L,Asia,3,4816565,0.04,13871707,0.08,1109736,14981443,3162000,9486000,4385707,0.3162,14981443,13871707,1109736,9486000,9486000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600508,JV20260600508,SO20260600508,2026-06-15,HN-CG,NV002,Chuyển khoản,AC-B03170,Máy lạnh,Casper 1HP,Casper,3,18339449,0.06,51717246,0.08,4137379,55854625,15011000,45033000,6684246,0.1292,55854625,51717246,4137379,45033000,45033000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600509,JV20260600509,SO20260600509,2026-06-20,DN-HC,NV010,Trả góp,AC-A3A658,Máy lạnh,Panasonic 1.5HP,Aqua,3,9357550,0.03,27230470,0.08,2178437,29408907,7278000,21834000,5396470,0.1982,29408907,27230470,2178437,21834000,21834000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600510,JV20260600510,SO20260600510,2026-06-18,HCM-Q1,NV015,Trả góp,FN-6CD351,Quạt,Panasonic,Aqua,3,1001630,0.02,2944792,0.08,235583,3180375,700000,2100000,844792,0.2869,3180375,2944792,235583,2100000,2100000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600511,JV20260600511,SO20260600511,2026-06-02,HCM-Q7,NV025,Trả góp,VC-9224B5,Máy hút bụi,Philips FC,Samsung,1,10346103,0.02,10139180,0.08,811134,10950314,7716000,7716000,2423180,0.239,10950314,10139180,811134,7716000,7716000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600512,JV20260600512,SO20260600512,2026-06-15,HCM-TB,NV007,Thẻ,TV-EB02E5,TV,"Sony 65""",Mitsubishi,2,29701058,0.06,55837989,0.08,4467039,60305028,25820000,51640000,4197989,0.0752,60305028,55837989,4467039,51640000,51640000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600513,JV20260600513,SO20260600513,2026-06-08,HN-HBT,NV007,Tiền mặt,TV-DD0514,TV,"Samsung 55"" 4K",Mitsubishi,2,26643475,0.08,49023994,0.08,3921919,52945913,20829000,41658000,7365994,0.1503,52945913,49023994,3921919,41658000,41658000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600514,JV20260600514,SO20260600514,2026-06-23,HCM-Q1,NV001,Thẻ,RF-E5D449,Tủ lạnh,Aqua 250L,Cuckoo,1,14867697,0.13,12934896,0.08,1034791,13969687,11976000,11976000,958896,0.0741,13969687,12934896,1034791,11976000,11976000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600515,JV20260600515,SO20260600515,2026-06-24,HCM-Q7,NV003,Tiền mặt,RC-BFF843,Nồi cơm,Cuckoo 1.8L,Xiaomi,1,2413879,0.18,1979380,0.08,158350,2137730,1655000,1655000,324380,0.1639,2137730,1979380,158350,1655000,1655000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600516,JV20260600516,SO20260600516,2026-06-02,BD-TDM,NV001,Ví điện tử,VC-96423F,Máy hút bụi,Dyson V8,Xiaomi,1,3883837,0.09,3534291,0.08,282743,3817034,2943000,2943000,591291,0.1673,3817034,3534291,282743,2943000,2943000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600517,JV20260600517,SO20260600517,2026-06-21,HCM-Q7,NV016,Chuyển khoản,VC-A60FBD,Máy hút bụi,Philips FC,Asia,1,7174797,0.16,6026829,0.08,482146,6508975,5508000,5508000,518829,0.0861,6508975,6026829,482146,5508000,5508000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600518,JV20260600518,SO20260600518,2026-06-15,HCM-Q7,NV007,Ví điện tử,AC-0877C5,Máy lạnh,Daikin 1HP,Sony,2,21350593,0.05,40566126,0.08,3245290,43811416,15715000,31430000,9136126,0.2252,43811416,40566126,3245290,31430000,31430000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600519,JV20260600519,SO20260600519,2026-06-29,CT-NK,NV011,Trả góp,RF-B94164,Tủ lạnh,LG 420L,Aqua,3,18966274,0.05,54053880,0.08,4324310,58378190,16070000,48210000,5843880,0.1081,58378190,54053880,4324310,48210000,48210000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600520,JV20260600520,SO20260600520,2026-06-26,BD-TDM,NV007,Chuyển khoản,BL-958487,Máy xay,Philips Blender,Toshiba,3,735643,0.11,1964166,0.08,157133,2121299,427000,1281000,683166,0.3478,2121299,1964166,157133,1281000,1281000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600521,JV20260600521,SO20260600521,2026-06-10,HCM-TB,NV028,Chuyển khoản,RF-1BAC8F,Tủ lạnh,Panasonic 300L,Electrolux,1,21884245,0.06,20571190,0.08,1645695,22216885,16862000,16862000,3709190,0.1803,22216885,20571190,1645695,16862000,16862000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600522,JV20260600522,SO20260600522,2026-06-04,HN-CG,NV009,Tiền mặt,VC-A4DECF,Máy hút bụi,Dyson V8,Mitsubishi,2,1849542,0.2,2959267,0.08,236741,3196008,1428000,2856000,103267,0.0349,3196008,2959267,236741,2856000,2856000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600523,JV20260600523,SO20260600523,2026-06-03,HCM-TB,NV025,Thẻ,VC-EF7A18,Máy hút bụi,Xiaomi G10,Aqua,1,7463065,0.03,7239173,0.08,579133,7818306,5864000,5864000,1375173,0.19,7818306,7239173,579133,5864000,5864000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600524,JV20260600524,SO20260600524,2026-06-27,HCM-Q1,NV002,Chuyển khoản,RC-443576,Nồi cơm,Sharp 1.8L,Asia,1,1901267,0.18,1559038,0.08,124723,1683761,1392000,1392000,167038,0.1071,1683761,1559038,124723,1392000,1392000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600525,JV20260600525,SO20260600525,2026-06-29,HCM-Q7,NV024,Thẻ,TV-E37EE9,TV,"Samsung 55"" 4K",Casper,3,29737656,0.07,82968060,0.08,6637444,89605504,26132000,78396000,4572060,0.0551,89605504,82968060,6637444,78396000,78396000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600526,JV20260600526,SO20260600526,2026-06-05,DN-HC,NV010,Ví điện tử,FN-E6A9CC,Quạt,Panasonic,Asia,3,644815,0.0,1934445,0.08,154755,2089200,450000,1350000,584445,0.3021,2089200,1934445,154755,1350000,1350000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600527,JV20260600527,SO20260600527,2026-06-30,HCM-Q1,NV026,Tiền mặt,MW-3E4330,Lò vi sóng,Sharp 20L,Samsung,1,1624968,0.01,1608718,0.08,128697,1737415,1189000,1189000,419718,0.2609,1737415,1608718,128697,1189000,1189000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600528,JV20260600528,SO20260600528,2026-06-30,DN-HC,NV014,Trả góp,VC-DAE72D,Máy hút bụi,Dyson V8,Sharp,1,10831510,0.05,10289934,0.08,823194,11113128,6684000,6684000,3605934,0.3504,11113128,10289934,823194,6684000,6684000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600529,JV20260600529,SO20260600529,2026-06-05,HCM-TB,NV016,Tiền mặt,MW-5F52F7,Lò vi sóng,Sharp 20L,Toshiba,1,5956538,0.13,5182188,0.08,414575,5596763,4460000,4460000,722188,0.1394,5596763,5182188,414575,4460000,4460000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600530,JV20260600530,SO20260600530,2026-06-24,CT-NK,NV017,Thẻ,VC-90E8C9,Máy hút bụi,Xiaomi G10,Electrolux,1,6404444,0.11,5699955,0.08,455996,6155951,4582000,4582000,1117955,0.1961,6155951,5699955,455996,4582000,4582000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600531,JV20260600531,SO20260600531,2026-06-23,HCM-Q1,NV004,Thẻ,AC-1FFCA0,Máy lạnh,Mitsubishi 1.5HP,Asia,3,18925463,0.02,55640861,0.08,4451268,60092129,13376000,40128000,15512861,0.2788,60092129,55640861,4451268,40128000,40128000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600532,JV20260600532,SO20260600532,2026-06-24,BD-TDM,NV015,Thẻ,BL-8AFBB7,Máy xay,Panasonic Blender,Xiaomi,2,2359655,0.1,4247379,0.08,339790,4587169,1517000,3034000,1213379,0.2857,4587169,4247379,339790,3034000,3034000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600533,JV20260600533,SO20260600533,2026-06-23,DN-HC,NV022,Trả góp,RF-38030B,Tủ lạnh,Panasonic 300L,Daikin,2,14504028,0.16,24366767,0.08,1949341,26316108,11902000,23804000,562767,0.0231,26316108,24366767,1949341,23804000,23804000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600534,JV20260600534,SO20260600534,2026-06-23,BD-TDM,NV009,Thẻ,BL-F15989,Máy xay,Philips Blender,Samsung,2,1271691,0.07,2365345,0.08,189227,2554572,744000,1488000,877345,0.3709,2554572,2365345,189227,1488000,1488000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600535,JV20260600535,SO20260600535,2026-06-04,HCM-Q7,NV002,Trả góp,FN-464655,Quạt,Panasonic,Toshiba,3,651578,0.18,1602881,0.08,128230,1731111,397000,1191000,411881,0.257,1731111,1602881,128230,1191000,1191000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600536,JV20260600536,SO20260600536,2026-06-19,DN-HC,NV016,Thẻ,RC-E521C4,Nồi cơm,Sharp 1.8L,Electrolux,1,1808466,0.14,1555280,0.08,124422,1679702,1238000,1238000,317280,0.204,1679702,1555280,124422,1238000,1238000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600537,JV20260600537,SO20260600537,2026-06-13,HN-HBT,NV013,Thẻ,MW-640EAD,Lò vi sóng,Sharp 20L,LG,1,5882382,0.08,5411791,0.08,432943,5844734,3702000,3702000,1709791,0.3159,5844734,5411791,432943,3702000,3702000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600538,JV20260600538,SO20260600538,2026-06-06,DN-HC,NV019,Trả góp,MW-9E4FC6,Lò vi sóng,Sharp 20L,Electrolux,2,3730349,0.01,7386091,0.08,590887,7976978,2663000,5326000,2060091,0.2789,7976978,7386091,590887,5326000,5326000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600539,JV20260600539,SO20260600539,2026-06-29,HCM-Q7,NV028,Ví điện tử,KT-912978,Ấm siêu tốc,Sunhouse,Philips,1,595140,0.12,523723,0.08,41897,565620,326000,326000,197723,0.3775,565620,523723,41897,326000,326000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600540,JV20260600540,SO20260600540,2026-06-09,HN-CG,NV013,Thẻ,RF-4D4BA4,Tủ lạnh,Aqua 250L,Philips,1,23935049,0.05,22738296,0.08,1819063,24557359,18018000,18018000,4720296,0.2076,24557359,22738296,1819063,18018000,18018000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600541,JV20260600541,SO20260600541,2026-06-15,BD-TDM,NV008,Thẻ,KT-9065A4,Ấm siêu tốc,Philips,Mitsubishi,3,1290948,0.1,3485559,0.08,278844,3764403,823000,2469000,1016559,0.2916,3764403,3485559,278844,2469000,2469000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600542,JV20260600542,SO20260600542,2026-06-06,HN-CG,NV018,Thẻ,KT-897605,Ấm siêu tốc,Sunhouse,Toshiba,3,992396,0.08,2739012,0.08,219120,2958132,705000,2115000,624012,0.2278,2958132,2739012,219120,2115000,2115000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600543,JV20260600543,SO20260600543,2026-06-22,HCM-Q7,NV007,Trả góp,TV-7BABFF,TV,"Sony 65""",Aqua,3,13752710,0.1,37132317,0.08,2970585,40102902,11892000,35676000,1456317,0.0392,40102902,37132317,2970585,35676000,35676000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600544,JV20260600544,SO20260600544,2026-06-05,HCM-TB,NV007,Ví điện tử,RF-D3E578,Tủ lạnh,LG 420L,Xiaomi,2,16200983,0.19,26245592,0.08,2099647,28345239,13652000,27304000,-1058408,-0.0403,28345239,26245592,2099647,27304000,27304000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600545,JV20260600545,SO20260600545,2026-06-07,DN-HC,NV030,Ví điện tử,AC-1FFCA0,Máy lạnh,Mitsubishi 1.5HP,Asia,3,16680638,0.09,45538141,0.08,3643051,49181192,13766000,41298000,4240141,0.0931,49181192,45538141,3643051,41298000,41298000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600546,JV20260600546,SO20260600546,2026-06-22,DN-HC,NV028,Ví điện tử,VC-DAE72D,Máy hút bụi,Dyson V8,Sharp,1,7555010,0.08,6950609,0.08,556048,7506657,5865000,5865000,1085609,0.1562,7506657,6950609,556048,5865000,5865000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600547,JV20260600547,SO20260600547,2026-06-30,DN-HC,NV002,Tiền mặt,BL-BCB9B9,Máy xay,Panasonic Blender,Sunhouse,2,2647415,0.08,4871243,0.08,389699,5260942,1554000,3108000,1763243,0.362,5260942,4871243,389699,3108000,3108000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600548,JV20260600548,SO20260600548,2026-06-25,HCM-TB,NV011,Trả góp,BL-AED849,Máy xay,Panasonic Blender,Electrolux,1,2148092,0.14,1847359,0.08,147788,1995147,1546000,1546000,301359,0.1631,1995147,1847359,147788,1546000,1546000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600549,JV20260600549,SO20260600549,2026-06-20,HCM-Q1,NV004,Thẻ,RC-1B752E,Nồi cơm,Panasonic 1.8L,Toshiba,2,3938968,0.01,7799156,0.08,623932,8423088,2717000,5434000,2365156,0.3033,8423088,7799156,623932,5434000,5434000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600550,JV20260600550,SO20260600550,2026-06-13,CT-NK,NV010,Tiền mặt,RF-E1EA3E,Tủ lạnh,Samsung Inverter 350L,Sunhouse,1,18139910,0.12,15963120,0.08,1277049,17240169,13704000,13704000,2259120,0.1415,17240169,15963120,1277049,13704000,13704000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600551,JV20260600551,SO20260600551,2026-06-21,HN-CG,NV016,Trả góp,VC-FDD792,Máy hút bụi,Philips FC,Casper,1,4849644,0.19,3928211,0.08,314256,4242467,3760000,3760000,168211,0.0428,4242467,3928211,314256,3760000,3760000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600552,JV20260600552,SO20260600552,2026-06-01,HN-CG,NV013,Trả góp,TV-E47777,TV,LG OLED 48,Asia,2,26036388,0.0,52072776,0.08,4165822,56238598,22345000,44690000,7382776,0.1418,56238598,52072776,4165822,44690000,44690000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600553,JV20260600553,SO20260600553,2026-06-30,CT-NK,NV003,Thẻ,BL-6B4572,Máy xay,Philips Blender,Cuckoo,1,1826119,0.01,1807857,0.08,144628,1952485,1226000,1226000,581857,0.3218,1952485,1807857,144628,1226000,1226000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600554,JV20260600554,SO20260600554,2026-06-30,DN-HC,NV029,Trả góp,AC-4CE3DD,Máy lạnh,Panasonic 1.5HP,Samsung,3,15165307,0.19,36851696,0.08,2948135,39799831,12704000,38112000,-1260304,-0.0342,39799831,36851696,2948135,38112000,38112000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600555,JV20260600555,SO20260600555,2026-06-07,HN-HBT,NV009,Thẻ,MW-FB2461,Lò vi sóng,Electrolux 23L,Senko,3,5046935,0.15,12869684,0.08,1029574,13899258,3261000,9783000,3086684,0.2398,13899258,12869684,1029574,9783000,9783000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600556,JV20260600556,SO20260600556,2026-06-15,HCM-Q1,NV026,Trả góp,VC-DAE72D,Máy hút bụi,Dyson V8,Sharp,1,5750804,0.01,5693295,0.08,455463,6148758,3966000,3966000,1727295,0.3034,6148758,5693295,455463,3966000,3966000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600557,JV20260600557,SO20260600557,2026-06-20,HN-CG,NV030,Trả góp,BL-E21F60,Máy xay,Philips Blender,Electrolux,3,2714980,0.16,6841749,0.08,547339,7389088,1933000,5799000,1042749,0.1524,7389088,6841749,547339,5799000,5799000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600558,JV20260600558,SO20260600558,2026-06-15,HN-CG,NV022,Ví điện tử,RC-7580B4,Nồi cơm,Panasonic 1.8L,Panasonic,1,1469922,0.12,1293531,0.08,103482,1397013,1003000,1003000,290531,0.2246,1397013,1293531,103482,1003000,1003000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600559,JV20260600559,SO20260600559,2026-06-17,HN-HBT,NV013,Trả góp,AC-EB66B0,Máy lạnh,Casper 1HP,Asia,1,10400789,0.12,9152694,0.08,732215,9884909,7934000,7934000,1218694,0.1332,9884909,9152694,732215,7934000,7934000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
