ShipmentID,PickNo,OrderID,OrderDate,ShippedAt,DeliveredAt,Store,Warehouse,SKU,Category,Product,Brand,Qty,UnitCost,TotalCost,Carrier,DeliveryFee,DeliveryStatus
SHIP20260600449,PICK20260600449,SO20260600449,2026-06-01 15:06,2026-06-01 22:02,2026-06-03 04:19,HCM-Q1,WH-HCM-01,KT-63AE81,Ấm siêu tốc,Kangaroo,Daikin,2,302000,604000,GHN,120000,Giao lại
SHIP20260600450,PICK20260600450,SO20260600450,2026-06-06 19:39,2026-06-07 14:08,2026-06-09 02:15,HCM-TB,WH-HCM-03,MW-21A949,Lò vi sóng,Panasonic 25L,Cuckoo,3,2971000,8913000,Nội bộ,90000,Đã giao
SHIP20260600451,PICK20260600451,SO20260600451,2026-06-24 09:05,2026-06-24 13:59,2026-06-26 00:41,HCM-TB,WH-HCM-03,AC-E7C43D,Máy lạnh,Panasonic 1.5HP,Casper,2,11661000,23322000,GHN,165000,Đã giao
SHIP20260600452,PICK20260600452,SO20260600452,2026-06-23 08:14,2026-06-23 16:54,2026-06-24 07:19,HCM-Q1,WH-HCM-01,RC-666E15,Nồi cơm,Sunhouse 1.2L,Panasonic,2,2370000,4740000,Nội bộ,45000,Hoàn tất
SHIP20260600453,PICK20260600453,SO20260600453,2026-06-02 09:01,2026-06-02 11:48,2026-06-02 16:11,HN-HBT,WH-HN-02,KT-881318,Ấm siêu tốc,Sunhouse,Sony,1,603000,603000,Nội bộ,35000,Giao lại
SHIP20260600454,PICK20260600454,SO20260600454,2026-06-23 09:46,2026-06-23 20:43,2026-06-24 21:26,DN-HC,WH-DN-01,FN-6CD351,Quạt,Panasonic,Aqua,2,636000,1272000,Xe tải thuê ngoài,0,Đã giao
SHIP20260600455,PICK20260600455,SO20260600455,2026-06-13 11:59,2026-06-14 06:25,2026-06-15 11:30,HN-HBT,WH-HN-02,TV-8A011F,TV,LG OLED 48,Philips,3,24354000,73062000,Ahamove,145000,Đã giao
SHIP20260600456,PICK20260600456,SO20260600456,2026-06-04 20:54,2026-06-04 22:56,2026-06-05 06:28,HCM-Q7,WH-HCM-02,KT-988AF8,Ấm siêu tốc,Kangaroo,Senko,3,591000,1773000,GHN,45000,Giao lại
SHIP20260600457,PICK20260600457,SO20260600457,2026-06-27 14:17,2026-06-28 07:27,2026-06-28 23:34,HN-HBT,WH-HN-02,MW-21A949,Lò vi sóng,Panasonic 25L,Cuckoo,1,2716000,2716000,GHN,90000,Đã giao
SHIP20260600458,PICK20260600458,SO20260600458,2026-06-06 16:38,2026-06-06 18:47,2026-06-07 22:07,HCM-Q1,WH-HCM-01,RC-53400C,Nồi cơm,Panasonic 1.8L,Aqua,1,559000,559000,Nội bộ,0,Đã giao
SHIP20260600459,PICK20260600459,SO20260600459,2026-06-27 15:11,2026-06-27 22:40,2026-06-28 13:16,HCM-Q7,WH-HCM-02,KT-2ABC39,Ấm siêu tốc,Kangaroo,Mitsubishi,3,894000,2682000,Ahamove,35000,Đã giao
SHIP20260600460,PICK20260600460,SO20260600460,2026-06-10 14:19,2026-06-10 21:47,2026-06-12 10:28,DN-HC,WH-DN-01,WM-C8CAA6,Máy giặt,Toshiba 9kg,Daikin,3,10113000,30339000,Xe tải thuê ngoài,165000,Đã giao
SHIP20260600461,PICK20260600461,SO20260600461,2026-06-07 16:20,2026-06-07 17:27,2026-06-08 16:05,HN-HBT,WH-HN-02,TV-299EB8,TV,LG OLED 48,Electrolux,2,14911000,29822000,GHN,245000,Giao lại
SHIP20260600462,PICK20260600462,SO20260600462,2026-06-09 12:55,2026-06-10 00:06,2026-06-11 08:57,HCM-Q7,WH-HCM-02,VC-4F893C,Máy hút bụi,Dyson V8,Daikin,1,6494000,6494000,GHN,90000,Đã giao
SHIP20260600463,PICK20260600463,SO20260600463,2026-06-26 09:04,2026-06-26 12:01,2026-06-27 19:29,HCM-Q7,WH-HCM-02,BL-21A1FA,Máy xay,Sunhouse Blender,Electrolux,1,681000,681000,Nội bộ,45000,Đã giao
SHIP20260600464,PICK20260600464,SO20260600464,2026-06-09 20:24,2026-06-10 02:00,2026-06-11 12:57,HN-CG,WH-HN-01,VC-110A19,Máy hút bụi,Philips FC,Philips,3,3543000,10629000,GHN,240000,Đã giao
SHIP20260600465,PICK20260600465,SO20260600465,2026-06-15 13:02,2026-06-16 07:30,2026-06-17 19:42,CT-NK,WH-CT-01,WM-1ED27C,Máy giặt,Panasonic 8.5kg,Cuckoo,2,7418000,14836000,Nội bộ,200000,Giao lại
SHIP20260600466,PICK20260600466,SO20260600466,2026-06-27 19:53,2026-06-28 11:53,2026-06-29 02:41,HCM-TB,WH-HCM-03,VC-DE537A,Máy hút bụi,Dyson V8,Electrolux,3,2155000,6465000,GHN,35000,Hoàn tất
SHIP20260600467,PICK20260600467,SO20260600467,2026-06-19 16:55,2026-06-19 18:31,2026-06-19 23:33,CT-NK,WH-CT-01,BL-C9164C,Máy xay,Philips Blender,Senko,3,1751000,5253000,Xe tải thuê ngoài,45000,Đã giao
SHIP20260600468,PICK20260600468,SO20260600468,2026-06-18 15:34,2026-06-19 02:32,2026-06-19 11:41,BD-TDM,WH-BD-01,VC-A60FBD,Máy hút bụi,Philips FC,Asia,1,6264000,6264000,GHN,0,Đã giao
SHIP20260600469,PICK20260600469,SO20260600469,2026-06-12 17:44,2026-06-12 19:16,2026-06-13 05:02,BD-TDM,WH-BD-01,RC-120EAC,Nồi cơm,Sunhouse 1.2L,Sharp,1,871000,871000,Nội bộ,35000,Đã giao
SHIP20260600470,PICK20260600470,SO20260600470,2026-06-10 16:59,2026-06-10 22:37,2026-06-11 19:43,DN-HC,WH-DN-01,RF-D9A75C,Tủ lạnh,Samsung Inverter 350L,Sony,3,12604000,37812000,GHN,185000,Hoàn tất
SHIP20260600471,PICK20260600471,SO20260600471,2026-06-08 18:18,2026-06-09 12:02,2026-06-10 13:58,HN-HBT,WH-HN-02,BL-01E9C7,Máy xay,Panasonic Blender,Samsung,2,509000,1018000,Nội bộ,65000,Giao lại
SHIP20260600472,PICK20260600472,SO20260600472,2026-06-16 17:22,2026-06-16 21:24,2026-06-18 04:31,HN-CG,WH-HN-01,WM-4E5FAA,Máy giặt,Toshiba 9kg,Sharp,1,10821000,10821000,GrabExpress,45000,Đã giao
SHIP20260600473,PICK20260600473,SO20260600473,2026-06-08 15:38,2026-06-08 16:48,2026-06-09 06:58,CT-NK,WH-CT-01,KT-BD9201,Ấm siêu tốc,Kangaroo,Aqua,2,729000,1458000,Nội bộ,25000,Hoàn tất
SHIP20260600474,PICK20260600474,SO20260600474,2026-06-18 19:34,2026-06-19 12:49,2026-06-20 03:05,CT-NK,WH-CT-01,BL-271795,Máy xay,Panasonic Blender,Sony,2,872000,1744000,GrabExpress,120000,Đã giao
SHIP20260600475,PICK20260600475,SO20260600475,2026-06-16 16:50,2026-06-17 04:20,2026-06-17 12:56,BD-TDM,WH-BD-01,WM-F9045A,Máy giặt,LG 9kg,Casper,3,13194000,39582000,GHN,165000,Đã giao
SHIP20260600476,PICK20260600476,SO20260600476,2026-06-21 16:24,2026-06-22 03:54,2026-06-22 15:10,CT-NK,WH-CT-01,BL-6730F4,Máy xay,Panasonic Blender,Sharp,1,1275000,1275000,Ahamove,35000,Giao lại
SHIP20260600477,PICK20260600477,SO20260600477,2026-06-15 14:57,2026-06-15 18:47,2026-06-16 06:08,BD-TDM,WH-BD-01,FN-0333B4,Quạt,Asia,Daikin,2,1373000,2746000,Nội bộ,45000,Hoàn tất
SHIP20260600478,PICK20260600478,SO20260600478,2026-06-07 13:32,2026-06-07 21:28,2026-06-09 04:59,CT-NK,WH-CT-01,TV-3F699A,TV,LG OLED 48,Aqua,1,26945000,26945000,GrabExpress,105000,Giao lại
SHIP20260600479,PICK20260600479,SO20260600479,2026-06-24 10:08,2026-06-24 21:02,2026-06-26 06:00,HCM-Q7,WH-HCM-02,FN-464655,Quạt,Panasonic,Toshiba,3,512000,1536000,Nội bộ,90000,Đã giao
SHIP20260600480,PICK20260600480,SO20260600480,2026-06-11 13:54,2026-06-12 01:01,2026-06-13 08:11,BD-TDM,WH-BD-01,WM-C38973,Máy giặt,Samsung 10kg,Aqua,1,4425000,4425000,Xe tải thuê ngoài,25000,Đã giao
SHIP20260600481,PICK20260600481,SO20260600481,2026-06-30 13:41,2026-06-30 23:11,2026-07-01 21:25,DN-HC,WH-DN-01,BL-E1AB41,Máy xay,Sunhouse Blender,Casper,2,283000,566000,Nội bộ,0,Đã giao
SHIP20260600482,PICK20260600482,SO20260600482,2026-06-10 16:39,2026-06-10 20:22,2026-06-11 01:58,BD-TDM,WH-BD-01,RC-588B19,Nồi cơm,Sunhouse 1.2L,Electrolux,3,1973000,5919000,GHN,120000,Đã giao
SHIP20260600483,PICK20260600483,SO20260600483,2026-06-26 16:36,2026-06-26 22:39,2026-06-27 15:14,HN-HBT,WH-HN-02,KT-3F3135,Ấm siêu tốc,Sunhouse,Sharp,2,632000,1264000,Xe tải thuê ngoài,35000,Giao lại
SHIP20260600484,PICK20260600484,SO20260600484,2026-06-09 15:58,2026-06-10 03:58,2026-06-10 07:09,HCM-Q7,WH-HCM-02,FN-3C43A6,Quạt,Asia,Philips,3,1617000,4851000,Xe tải thuê ngoài,120000,Hoàn tất
SHIP20260600485,PICK20260600485,SO20260600485,2026-06-04 12:59,2026-06-04 21:36,2026-06-05 13:45,CT-NK,WH-CT-01,RC-189134,Nồi cơm,Sunhouse 1.2L,Samsung,1,1005000,1005000,Ahamove,90000,Đã giao
SHIP20260600486,PICK20260600486,SO20260600486,2026-06-24 11:00,2026-06-24 16:46,2026-06-25 21:21,DN-HC,WH-DN-01,TV-92EE57,TV,LG OLED 48,LG,1,25321000,25321000,Ahamove,300000,Đã giao
SHIP20260600487,PICK20260600487,SO20260600487,2026-06-20 11:00,2026-06-21 01:29,2026-06-21 21:40,HCM-Q1,WH-HCM-01,WM-9170CB,Máy giặt,LG 9kg,LG,1,7103000,7103000,GHN,90000,Giao lại
SHIP20260600488,PICK20260600488,SO20260600488,2026-06-25 20:52,2026-06-26 10:37,2026-06-26 21:27,CT-NK,WH-CT-01,VC-D4F050,Máy hút bụi,Xiaomi G10,Samsung,3,6684000,20052000,GHN,120000,Đã giao
SHIP20260600489,PICK20260600489,SO20260600489,2026-06-20 09:11,2026-06-20 19:40,2026-06-21 11:24,CT-NK,WH-CT-01,FN-FF4EE8,Quạt,Panasonic,Sunhouse,1,780000,780000,Ahamove,45000,Đã giao
SHIP20260600490,PICK20260600490,SO20260600490,2026-06-01 16:47,2026-06-02 07:15,2026-06-02 13:47,HN-HBT,WH-HN-02,KT-9BE99C,Ấm siêu tốc,Philips,Panasonic,2,239000,478000,GHN,35000,Đã giao
SHIP20260600491,PICK20260600491,SO20260600491,2026-06-23 08:25,2026-06-23 19:54,2026-06-24 16:53,HCM-TB,WH-HCM-03,TV-43365F,TV,"Samsung 55"" 4K",Cuckoo,3,25149000,75447000,GrabExpress,300000,Đã giao
SHIP20260600492,PICK20260600492,SO20260600492,2026-06-11 13:19,2026-06-11 21:34,2026-06-12 23:55,HCM-Q7,WH-HCM-02,FN-04019E,Quạt,Senko,Philips,1,619000,619000,Ahamove,0,Giao lại
SHIP20260600493,PICK20260600493,SO20260600493,2026-06-18 17:01,2026-06-19 06:16,2026-06-19 23:29,DN-HC,WH-DN-01,WM-AD6A90,Máy giặt,Panasonic 8.5kg,Electrolux,1,12483000,12483000,Nội bộ,65000,Giao lại
SHIP20260600494,PICK20260600494,SO20260600494,2026-06-18 11:11,2026-06-18 14:19,2026-06-19 15:35,HCM-Q1,WH-HCM-01,KT-DE6FC8,Ấm siêu tốc,Kangaroo,Sharp,1,605000,605000,GrabExpress,120000,Hoàn tất
SHIP20260600495,PICK20260600495,SO20260600495,2026-06-18 12:20,2026-06-18 13:38,2026-06-19 12:59,HCM-TB,WH-HCM-03,AC-B90290,Máy lạnh,Panasonic 1.5HP,Mitsubishi,3,15205000,45615000,Nội bộ,125000,Giao lại
SHIP20260600496,PICK20260600496,SO20260600496,2026-06-21 18:35,2026-06-22 10:56,2026-06-23 05:28,HCM-TB,WH-HCM-03,BL-6B4572,Máy xay,Philips Blender,Cuckoo,2,1710000,3420000,Ahamove,25000,Đã giao
SHIP20260600497,PICK20260600497,SO20260600497,2026-06-04 09:40,2026-06-04 15:32,2026-06-06 01:57,HN-CG,WH-HN-01,KT-80B935,Ấm siêu tốc,Kangaroo,LG,2,291000,582000,GHN,65000,Hoàn tất
SHIP20260600498,PICK20260600498,SO20260600498,2026-06-16 17:32,2026-06-16 20:53,2026-06-17 17:46,BD-TDM,WH-BD-01,BL-21A1FA,Máy xay,Sunhouse Blender,Electrolux,3,440000,1320000,GrabExpress,25000,Đã giao
SHIP20260600499,PICK20260600499,SO20260600499,2026-06-21 15:23,2026-06-21 21:30,2026-06-22 20:55,DN-HC,WH-DN-01,RC-F33150,Nồi cơm,Panasonic 1.8L,Casper,3,832000,2496000,Xe tải thuê ngoài,0,Giao lại
SHIP20260600500,PICK20260600500,SO20260600500,2026-06-03 09:58,2026-06-04 04:01,2026-06-05 16:39,HCM-TB,WH-HCM-03,TV-74BDA3,TV,LG OLED 48,Sunhouse,2,25505000,51010000,Nội bộ,185000,Hoàn tất
SHIP20260600501,PICK20260600501,SO20260600501,2026-06-21 19:59,2026-06-22 06:19,2026-06-22 20:39,HN-CG,WH-HN-01,RF-AE1055,Tủ lạnh,Panasonic 300L,Mitsubishi,1,7243000,7243000,Nội bộ,0,Giao lại
SHIP20260600502,PICK20260600502,SO20260600502,2026-06-07 12:23,2026-06-08 06:07,2026-06-09 08:50,HCM-Q1,WH-HCM-01,MW-2666B6,Lò vi sóng,Panasonic 25L,Mitsubishi,3,1703000,5109000,Xe tải thuê ngoài,90000,Hoàn tất
SHIP20260600503,PICK20260600503,SO20260600503,2026-06-11 15:39,2026-06-12 08:06,2026-06-13 11:26,HN-HBT,WH-HN-02,VC-A1C900,Máy hút bụi,Philips FC,Xiaomi,3,7435000,22305000,Ahamove,225000,Giao lại
SHIP20260600504,PICK20260600504,SO20260600504,2026-06-16 20:31,2026-06-17 08:46,2026-06-18 11:25,HN-HBT,WH-HN-02,WM-B368C2,Máy giặt,Samsung 10kg,Casper,1,8939000,8939000,GHN,25000,Đã giao
SHIP20260600505,PICK20260600505,SO20260600505,2026-06-01 10:46,2026-06-01 17:46,2026-06-02 12:41,DN-HC,WH-DN-01,RF-8AEC72,Tủ lạnh,Samsung Inverter 350L,Daikin,1,12236000,12236000,GHN,25000,Đã giao
SHIP20260600506,PICK20260600506,SO20260600506,2026-06-22 08:36,2026-06-22 22:55,2026-06-23 11:31,HN-HBT,WH-HN-02,KT-4207FB,Ấm siêu tốc,Sunhouse,Asia,3,151000,453000,GrabExpress,45000,Giao lại
SHIP20260600507,PICK20260600507,SO20260600507,2026-06-15 11:00,2026-06-16 01:36,2026-06-17 13:48,HCM-Q1,WH-HCM-01,MW-807E15,Lò vi sóng,Panasonic 25L,Asia,3,3162000,9486000,Ahamove,65000,Đã giao
SHIP20260600508,PICK20260600508,SO20260600508,2026-06-15 20:16,2026-06-16 08:24,2026-06-17 00:12,HN-CG,WH-HN-01,AC-B03170,Máy lạnh,Casper 1HP,Casper,3,15011000,45033000,Ahamove,240000,Hoàn tất
SHIP20260600509,PICK20260600509,SO20260600509,2026-06-20 18:10,2026-06-21 07:22,2026-06-21 10:21,DN-HC,WH-DN-01,AC-A3A658,Máy lạnh,Panasonic 1.5HP,Aqua,3,7278000,21834000,Xe tải thuê ngoài,115000,Đã giao
SHIP20260600510,PICK20260600510,SO20260600510,2026-06-18 13:50,2026-06-18 17:17,2026-06-19 02:03,HCM-Q1,WH-HCM-01,FN-6CD351,Quạt,Panasonic,Aqua,3,700000,2100000,Xe tải thuê ngoài,120000,Đã giao
SHIP20260600511,PICK20260600511,SO20260600511,2026-06-02 08:33,2026-06-02 18:56,2026-06-04 01:11,HCM-Q7,WH-HCM-02,VC-9224B5,Máy hút bụi,Philips FC,Samsung,1,7716000,7716000,Nội bộ,35000,Giao lại
SHIP20260600512,PICK20260600512,SO20260600512,2026-06-15 19:28,2026-06-16 06:31,2026-06-16 17:22,HCM-TB,WH-HCM-03,TV-EB02E5,TV,"Sony 65""",Mitsubishi,2,25820000,51640000,GHN,115000,Đã giao
SHIP20260600513,PICK20260600513,SO20260600513,2026-06-08 10:13,2026-06-08 16:32,2026-06-09 08:21,HN-HBT,WH-HN-02,TV-DD0514,TV,"Samsung 55"" 4K",Mitsubishi,2,20829000,41658000,GHN,125000,Đã giao
SHIP20260600514,PICK20260600514,SO20260600514,2026-06-23 09:27,2026-06-24 00:18,2026-06-25 01:44,HCM-Q1,WH-HCM-01,RF-E5D449,Tủ lạnh,Aqua 250L,Cuckoo,1,11976000,11976000,GHN,25000,Đã giao
SHIP20260600515,PICK20260600515,SO20260600515,2026-06-24 17:54,2026-06-24 23:17,2026-06-25 15:28,HCM-Q7,WH-HCM-02,RC-BFF843,Nồi cơm,Cuckoo 1.8L,Xiaomi,1,1655000,1655000,GrabExpress,35000,Giao lại
SHIP20260600516,PICK20260600516,SO20260600516,2026-06-02 19:17,2026-06-03 00:05,2026-06-04 07:58,BD-TDM,WH-BD-01,VC-96423F,Máy hút bụi,Dyson V8,Xiaomi,1,2943000,2943000,Nội bộ,35000,Hoàn tất
SHIP20260600517,PICK20260600517,SO20260600517,2026-06-21 19:09,2026-06-22 06:35,2026-06-23 01:47,HCM-Q7,WH-HCM-02,VC-A60FBD,Máy hút bụi,Philips FC,Asia,1,5508000,5508000,Ahamove,45000,Đã giao
SHIP20260600518,PICK20260600518,SO20260600518,2026-06-15 16:40,2026-06-16 11:03,2026-06-17 05:19,HCM-Q7,WH-HCM-02,AC-0877C5,Máy lạnh,Daikin 1HP,Sony,2,15715000,31430000,GrabExpress,245000,Giao lại
SHIP20260600519,PICK20260600519,SO20260600519,2026-06-29 10:58,2026-06-29 16:04,2026-06-30 09:15,CT-NK,WH-CT-01,RF-B94164,Tủ lạnh,LG 420L,Aqua,3,16070000,48210000,Ahamove,180000,Giao lại
SHIP20260600520,PICK20260600520,SO20260600520,2026-06-26 20:10,2026-06-27 13:26,2026-06-28 23:41,BD-TDM,WH-BD-01,BL-958487,Máy xay,Philips Blender,Toshiba,3,427000,1281000,Xe tải thuê ngoài,90000,Giao lại
SHIP20260600521,PICK20260600521,SO20260600521,2026-06-10 10:20,2026-06-10 11:42,2026-06-10 16:25,HCM-TB,WH-HCM-03,RF-1BAC8F,Tủ lạnh,Panasonic 300L,Electrolux,1,16862000,16862000,Nội bộ,200000,Đã giao
SHIP20260600522,PICK20260600522,SO20260600522,2026-06-04 18:34,2026-06-05 00:33,2026-06-06 00:44,HN-CG,WH-HN-01,VC-A4DECF,Máy hút bụi,Dyson V8,Mitsubishi,2,1428000,2856000,Ahamove,0,Đã giao
SHIP20260600523,PICK20260600523,SO20260600523,2026-06-03 15:04,2026-06-03 18:00,2026-06-04 01:24,HCM-TB,WH-HCM-03,VC-EF7A18,Máy hút bụi,Xiaomi G10,Aqua,1,5864000,5864000,GrabExpress,25000,Giao lại
SHIP20260600524,PICK20260600524,SO20260600524,2026-06-27 16:14,2026-06-28 06:02,2026-06-29 17:38,HCM-Q1,WH-HCM-01,RC-443576,Nồi cơm,Sharp 1.8L,Asia,1,1392000,1392000,Ahamove,35000,Đã giao
SHIP20260600525,PICK20260600525,SO20260600525,2026-06-29 20:44,2026-06-29 22:36,2026-07-01 10:12,HCM-Q7,WH-HCM-02,TV-E37EE9,TV,"Samsung 55"" 4K",Casper,3,26132000,78396000,Ahamove,180000,Đã giao
SHIP20260600526,PICK20260600526,SO20260600526,2026-06-05 19:15,2026-06-06 07:17,2026-06-07 07:35,DN-HC,WH-DN-01,FN-E6A9CC,Quạt,Panasonic,Asia,3,450000,1350000,GHN,45000,Đã giao
SHIP20260600527,PICK20260600527,SO20260600527,2026-06-30 19:40,2026-07-01 08:47,2026-07-01 22:55,HCM-Q1,WH-HCM-01,MW-3E4330,Lò vi sóng,Sharp 20L,Samsung,1,1189000,1189000,GHN,65000,Giao lại
SHIP20260600528,PICK20260600528,SO20260600528,2026-06-30 09:10,2026-06-30 16:54,2026-07-01 13:26,DN-HC,WH-DN-01,VC-DAE72D,Máy hút bụi,Dyson V8,Sharp,1,6684000,6684000,Ahamove,90000,Đã giao
SHIP20260600529,PICK20260600529,SO20260600529,2026-06-05 17:12,2026-06-05 20:30,2026-06-06 02:47,HCM-TB,WH-HCM-03,MW-5F52F7,Lò vi sóng,Sharp 20L,Toshiba,1,4460000,4460000,GHN,45000,Giao lại
SHIP20260600530,PICK20260600530,SO20260600530,2026-06-24 12:28,2026-06-24 23:44,2026-06-26 00:06,CT-NK,WH-CT-01,VC-90E8C9,Máy hút bụi,Xiaomi G10,Electrolux,1,4582000,4582000,GHN,45000,Giao lại
SHIP20260600531,PICK20260600531,SO20260600531,2026-06-23 17:10,2026-06-23 22:47,2026-06-25 09:16,HCM-Q1,WH-HCM-01,AC-1FFCA0,Máy lạnh,Mitsubishi 1.5HP,Asia,3,13376000,40128000,Ahamove,210000,Đã giao
SHIP20260600532,PICK20260600532,SO20260600532,2026-06-24 12:02,2026-06-24 19:03,2026-06-25 20:19,BD-TDM,WH-BD-01,BL-8AFBB7,Máy xay,Panasonic Blender,Xiaomi,2,1517000,3034000,Nội bộ,120000,Đã giao
SHIP20260600533,PICK20260600533,SO20260600533,2026-06-23 13:03,2026-06-23 14:05,2026-06-23 18:15,DN-HC,WH-DN-01,RF-38030B,Tủ lạnh,Panasonic 300L,Daikin,2,11902000,23804000,Nội bộ,210000,Đã giao
SHIP20260600534,PICK20260600534,SO20260600534,2026-06-23 09:17,2026-06-24 03:29,2026-06-24 20:12,BD-TDM,WH-BD-01,BL-F15989,Máy xay,Philips Blender,Samsung,2,744000,1488000,Xe tải thuê ngoài,35000,Đã giao
SHIP20260600535,PICK20260600535,SO20260600535,2026-06-04 17:29,2026-06-04 19:44,2026-06-06 03:58,HCM-Q7,WH-HCM-02,FN-464655,Quạt,Panasonic,Toshiba,3,397000,1191000,Xe tải thuê ngoài,90000,Đã giao
SHIP20260600536,PICK20260600536,SO20260600536,2026-06-19 13:19,2026-06-20 07:39,2026-06-21 12:52,DN-HC,WH-DN-01,RC-E521C4,Nồi cơm,Sharp 1.8L,Electrolux,1,1238000,1238000,Xe tải thuê ngoài,0,Hoàn tất
SHIP20260600537,PICK20260600537,SO20260600537,2026-06-13 13:12,2026-06-14 05:46,2026-06-14 23:22,HN-HBT,WH-HN-02,MW-640EAD,Lò vi sóng,Sharp 20L,LG,1,3702000,3702000,Xe tải thuê ngoài,45000,Đã giao
SHIP20260600538,PICK20260600538,SO20260600538,2026-06-06 16:03,2026-06-07 02:02,2026-06-08 01:33,DN-HC,WH-DN-01,MW-9E4FC6,Lò vi sóng,Sharp 20L,Electrolux,2,2663000,5326000,Nội bộ,90000,Giao lại
SHIP20260600539,PICK20260600539,SO20260600539,2026-06-29 16:15,2026-06-29 23:53,2026-06-30 06:04,HCM-Q7,WH-HCM-02,KT-912978,Ấm siêu tốc,Sunhouse,Philips,1,326000,326000,Ahamove,45000,Hoàn tất
SHIP20260600540,PICK20260600540,SO20260600540,2026-06-09 17:50,2026-06-10 09:14,2026-06-11 10:14,HN-CG,WH-HN-01,RF-4D4BA4,Tủ lạnh,Aqua 250L,Philips,1,18018000,18018000,GHN,210000,Giao lại
SHIP20260600541,PICK20260600541,SO20260600541,2026-06-15 14:26,2026-06-15 23:09,2026-06-16 11:58,BD-TDM,WH-BD-01,KT-9065A4,Ấm siêu tốc,Philips,Mitsubishi,3,823000,2469000,Ahamove,120000,Hoàn tất
SHIP20260600542,PICK20260600542,SO20260600542,2026-06-06 10:56,2026-06-06 22:41,2026-06-07 08:48,HN-CG,WH-HN-01,KT-897605,Ấm siêu tốc,Sunhouse,Toshiba,3,705000,2115000,Xe tải thuê ngoài,90000,Đã giao
SHIP20260600543,PICK20260600543,SO20260600543,2026-06-22 17:57,2026-06-22 21:51,2026-06-24 10:02,HCM-Q7,WH-HCM-02,TV-7BABFF,TV,"Sony 65""",Aqua,3,11892000,35676000,GrabExpress,245000,Đã giao
SHIP20260600544,PICK20260600544,SO20260600544,2026-06-05 15:22,2026-06-05 20:41,2026-06-07 05:03,HCM-TB,WH-HCM-03,RF-D3E578,Tủ lạnh,LG 420L,Xiaomi,2,13652000,27304000,Ahamove,270000,Hoàn tất
SHIP20260600545,PICK20260600545,SO20260600545,2026-06-07 17:06,2026-06-08 10:42,2026-06-09 12:37,DN-HC,WH-DN-01,AC-1FFCA0,Máy lạnh,Mitsubishi 1.5HP,Asia,3,13766000,41298000,Ahamove,165000,Đã giao
SHIP20260600546,PICK20260600546,SO20260600546,2026-06-22 19:33,2026-06-23 03:37,2026-06-24 12:50,DN-HC,WH-DN-01,VC-DAE72D,Máy hút bụi,Dyson V8,Sharp,1,5865000,5865000,Xe tải thuê ngoài,65000,Giao lại
SHIP20260600547,PICK20260600547,SO20260600547,2026-06-30 19:19,2026-07-01 03:57,2026-07-02 10:23,DN-HC,WH-DN-01,BL-BCB9B9,Máy xay,Panasonic Blender,Sunhouse,2,1554000,3108000,Nội bộ,120000,Đã giao
SHIP20260600548,PICK20260600548,SO20260600548,2026-06-25 20:50,2026-06-26 09:13,2026-06-27 04:17,HCM-TB,WH-HCM-03,BL-AED849,Máy xay,Panasonic Blender,Electrolux,1,1546000,1546000,GHN,0,Giao lại
SHIP20260600549,PICK20260600549,SO20260600549,2026-06-20 10:39,2026-06-20 19:14,2026-06-21 08:38,HCM-Q1,WH-HCM-01,RC-1B752E,Nồi cơm,Panasonic 1.8L,Toshiba,2,2717000,5434000,Xe tải thuê ngoài,90000,Đã giao
SHIP20260600550,PICK20260600550,SO20260600550,2026-06-13 15:32,2026-06-13 18:37,2026-06-15 06:02,CT-NK,WH-CT-01,RF-E1EA3E,Tủ lạnh,Samsung Inverter 350L,Sunhouse,1,13704000,13704000,Nội bộ,225000,Hoàn tất
SHIP20260600551,PICK20260600551,SO20260600551,2026-06-21 11:23,2026-06-21 15:52,2026-06-22 15:56,HN-CG,WH-HN-01,VC-FDD792,Máy hút bụi,Philips FC,Casper,1,3760000,3760000,GHN,45000,Đã giao
SHIP20260600552,PICK20260600552,SO20260600552,2026-06-01 18:15,2026-06-02 04:10,2026-06-03 08:34,HN-CG,WH-HN-01,TV-E47777,TV,LG OLED 48,Asia,2,22345000,44690000,Xe tải thuê ngoài,185000,Hoàn tất
SHIP20260600553,PICK20260600553,SO20260600553,2026-06-30 16:41,2026-07-01 10:41,2026-07-01 16:44,CT-NK,WH-CT-01,BL-6B4572,Máy xay,Philips Blender,Cuckoo,1,1226000,1226000,GHN,120000,Đã giao
SHIP20260600554,PICK20260600554,SO20260600554,2026-06-30 20:08,2026-07-01 14:13,2026-07-03 02:40,DN-HC,WH-DN-01,AC-4CE3DD,Máy lạnh,Panasonic 1.5HP,Samsung,3,12704000,38112000,GrabExpress,200000,Đã giao
SHIP20260600555,PICK20260600555,SO20260600555,2026-06-07 09:56,2026-06-07 19:55,2026-06-09 06:51,HN-HBT,WH-HN-02,MW-FB2461,Lò vi sóng,Electrolux 23L,Senko,3,3261000,9783000,GHN,35000,Hoàn tất
SHIP20260600556,PICK20260600556,SO20260600556,2026-06-15 08:57,2026-06-16 01:46,2026-06-17 10:58,HCM-Q1,WH-HCM-01,VC-DAE72D,Máy hút bụi,Dyson V8,Sharp,1,3966000,3966000,GHN,25000,Đã giao
