InvoiceNo,JournalNo,OrderID,InvoiceDate,Store,Salesperson,Payment,SKU,Category,Product,Brand,Qty,UnitPrice,Discount,NetRevenue,VATRate,VATOutput,InvoiceTotal,UnitCost,TotalCost,GrossProfit,MarginPct,AR_Debit,Revenue_Credit,VATOutput_Credit,COGS_Debit,Inventory_Credit,AR_Account,Revenue_Account,VAT_Account,COGS_Account,Inventory_Account,ScenarioID,LegalEntityID,ScenarioCurrency,CurrencyScope,ReportingTimezone,EvidenceType,AuthenticSourcePath,AuthenticSourceSHA256,AuthenticSourceRowNumber,GenerationPolicyVersion
INV20260500252,JV20260500252,SO20260500252,2026-05-23,HN-CG,NV016,Thẻ,MW-5F52F7,Lò vi sóng,Sharp 20L,Toshiba,2,4999648,0.06,9399338,0.08,751947,10151285,3486000,6972000,2427338,0.2582,10151285,9399338,751947,6972000,6972000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,253,1.0.0
INV20260500253,JV20260500253,SO20260500253,2026-05-23,HN-HBT,NV017,Trả góp,MW-CC5E2E,Lò vi sóng,Electrolux 23L,Electrolux,3,4486281,0.09,12247547,0.08,979803,13227350,2900000,8700000,3547547,0.2897,13227350,12247547,979803,8700000,8700000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,254,1.0.0
INV20260500254,JV20260500254,SO20260500254,2026-05-13,HCM-Q7,NV024,Thẻ,RF-37AAE4,Tủ lạnh,LG 420L,Philips,3,21472993,0.04,61842219,0.08,4947377,66789596,16974000,50922000,10920219,0.1766,66789596,61842219,4947377,50922000,50922000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,255,1.0.0
INV20260500255,JV20260500255,SO20260500255,2026-05-02,BD-TDM,NV002,Trả góp,KT-DB0B2F,Ấm siêu tốc,Sunhouse,Mitsubishi,2,277492,0.16,466186,0.08,37294,503480,199000,398000,68186,0.1463,503480,466186,37294,398000,398000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,256,1.0.0
INV20260500256,JV20260500256,SO20260500256,2026-05-03,HCM-TB,NV024,Ví điện tử,FN-A4A668,Quạt,Asia,Cuckoo,1,986390,0.14,848295,0.08,67863,916158,676000,676000,172295,0.2031,916158,848295,67863,676000,676000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,257,1.0.0
INV20260500257,JV20260500257,SO20260500257,2026-05-27,HCM-Q1,NV017,Tiền mặt,FN-A7C1D9,Quạt,Asia,LG,3,736074,0.1,1987399,0.08,158991,2146390,470000,1410000,577399,0.2905,2146390,1987399,158991,1410000,1410000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,258,1.0.0
INV20260500258,JV20260500258,SO20260500258,2026-05-21,HCM-TB,NV001,Chuyển khoản,FN-310542,Quạt,Senko,Casper,3,536033,0.01,1592018,0.08,127361,1719379,381000,1143000,449018,0.282,1719379,1592018,127361,1143000,1143000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,259,1.0.0
INV20260500259,JV20260500259,SO20260500259,2026-05-19,HCM-Q1,NV001,Thẻ,BL-BF3F30,Máy xay,Panasonic Blender,Casper,2,869823,0.01,1722249,0.08,137779,1860028,624000,1248000,474249,0.2754,1860028,1722249,137779,1248000,1248000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,260,1.0.0
INV20260500260,JV20260500260,SO20260500260,2026-05-19,HN-CG,NV020,Trả góp,AC-D7C5BD,Máy lạnh,Daikin 1HP,Daikin,2,19739720,0.19,31978346,0.08,2558267,34536613,16346000,32692000,-713654,-0.0223,34536613,31978346,2558267,32692000,32692000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,261,1.0.0
INV20260500261,JV20260500261,SO20260500261,2026-05-12,HCM-Q7,NV001,Ví điện tử,VC-96423F,Máy hút bụi,Dyson V8,Xiaomi,2,9774554,0.15,16616741,0.08,1329339,17946080,7232000,14464000,2152741,0.1296,17946080,16616741,1329339,14464000,14464000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,262,1.0.0
INV20260500262,JV20260500262,SO20260500262,2026-05-11,CT-NK,NV014,Tiền mặt,AC-818A33,Máy lạnh,Casper 1HP,Electrolux,2,18430840,0.07,34281362,0.08,2742508,37023870,14242000,28484000,5797362,0.1691,37023870,34281362,2742508,28484000,28484000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,263,1.0.0
INV20260500263,JV20260500263,SO20260500263,2026-05-15,HCM-Q7,NV009,Tiền mặt,RF-F74DE6,Tủ lạnh,LG 420L,Toshiba,3,23356342,0.1,63062123,0.08,5044969,68107092,19454000,58362000,4700123,0.0745,68107092,63062123,5044969,58362000,58362000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,264,1.0.0
INV20260500264,JV20260500264,SO20260500264,2026-05-22,HCM-Q1,NV004,Tiền mặt,RC-BCC6AD,Nồi cơm,Panasonic 1.8L,Sharp,1,3612921,0.18,2962595,0.08,237007,3199602,2202000,2202000,760595,0.2567,3199602,2962595,237007,2202000,2202000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,265,1.0.0
INV20260500265,JV20260500265,SO20260500265,2026-05-19,HN-HBT,NV017,Trả góp,MW-A50B9A,Lò vi sóng,Electrolux 23L,Toshiba,2,4918998,0.13,8559056,0.08,684724,9243780,3275000,6550000,2009056,0.2347,9243780,8559056,684724,6550000,6550000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,266,1.0.0
INV20260500266,JV20260500266,SO20260500266,2026-05-08,HN-CG,NV023,Trả góp,MW-03CA06,Lò vi sóng,Electrolux 23L,Aqua,2,5269745,0.05,10012515,0.08,801001,10813516,3426000,6852000,3160515,0.3157,10813516,10012515,801001,6852000,6852000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,267,1.0.0
INV20260500267,JV20260500267,SO20260500267,2026-05-06,HCM-Q1,NV002,Thẻ,RC-588B19,Nồi cơm,Sunhouse 1.2L,Electrolux,1,1178683,0.01,1166896,0.08,93351,1260247,823000,823000,343896,0.2947,1260247,1166896,93351,823000,823000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,268,1.0.0
INV20260500268,JV20260500268,SO20260500268,2026-05-17,HCM-Q1,NV003,Ví điện tử,BL-267545,Máy xay,Panasonic Blender,Cuckoo,3,2630760,0.16,6629515,0.08,530361,7159876,1455000,4365000,2264515,0.3416,7159876,6629515,530361,4365000,4365000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,269,1.0.0
INV20260500269,JV20260500269,SO20260500269,2026-05-09,DN-HC,NV010,Trả góp,KT-4D9F3E,Ấm siêu tốc,Kangaroo,Philips,3,747284,0.17,1860737,0.08,148858,2009595,531000,1593000,267737,0.1439,2009595,1860737,148858,1593000,1593000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,270,1.0.0
INV20260500270,JV20260500270,SO20260500270,2026-05-12,HCM-TB,NV006,Tiền mặt,FN-C896F9,Quạt,Panasonic,Casper,3,1058260,0.0,3174780,0.08,253982,3428762,679000,2037000,1137780,0.3584,3428762,3174780,253982,2037000,2037000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,271,1.0.0
INV20260500271,JV20260500271,SO20260500271,2026-05-24,HCM-Q1,NV024,Chuyển khoản,MW-83094B,Lò vi sóng,Sharp 20L,Casper,3,4809583,0.16,12120149,0.08,969611,13089760,3527000,10581000,1539149,0.127,13089760,12120149,969611,10581000,10581000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,272,1.0.0
INV20260500272,JV20260500272,SO20260500272,2026-05-29,BD-TDM,NV010,Ví điện tử,VC-B711CC,Máy hút bụi,Xiaomi G10,Panasonic,2,8083386,0.08,14873430,0.08,1189874,16063304,5842000,11684000,3189430,0.2144,16063304,14873430,1189874,11684000,11684000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,273,1.0.0
INV20260500273,JV20260500273,SO20260500273,2026-05-15,DN-HC,NV005,Trả góp,MW-83094B,Lò vi sóng,Sharp 20L,Casper,1,2941293,0.18,2411860,0.08,192948,2604808,1851000,1851000,560860,0.2325,2604808,2411860,192948,1851000,1851000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,274,1.0.0
INV20260500274,JV20260500274,SO20260500274,2026-05-26,CT-NK,NV001,Ví điện tử,AC-8D2169,Máy lạnh,Panasonic 1.5HP,Sunhouse,1,16844882,0.15,14318149,0.08,1145451,15463600,12868000,12868000,1450149,0.1013,15463600,14318149,1145451,12868000,12868000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,275,1.0.0
INV20260500275,JV20260500275,SO20260500275,2026-05-26,HCM-TB,NV027,Ví điện tử,BL-BE1E34,Máy xay,Panasonic Blender,Senko,3,2070114,0.19,5030377,0.08,402430,5432807,1328000,3984000,1046377,0.208,5432807,5030377,402430,3984000,3984000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,276,1.0.0
INV20260500276,JV20260500276,SO20260500276,2026-05-24,HCM-Q7,NV005,Tiền mặt,WM-9170CB,Máy giặt,LG 9kg,LG,1,7174817,0.03,6959572,0.08,556765,7516337,5267000,5267000,1692572,0.2432,7516337,6959572,556765,5267000,5267000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,277,1.0.0
INV20260500277,JV20260500277,SO20260500277,2026-05-16,HCM-TB,NV025,Chuyển khoản,RF-D3E578,Tủ lạnh,LG 420L,Xiaomi,1,10237733,0.01,10135355,0.08,810828,10946183,8767000,8767000,1368355,0.135,10946183,10135355,810828,8767000,8767000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,278,1.0.0
INV20260500278,JV20260500278,SO20260500278,2026-05-30,CT-NK,NV006,Ví điện tử,RC-A4D4BD,Nồi cơm,Sunhouse 1.2L,Cuckoo,2,3244974,0.16,5451556,0.08,436124,5887680,2064000,4128000,1323556,0.2428,5887680,5451556,436124,4128000,4128000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,279,1.0.0
INV20260500279,JV20260500279,SO20260500279,2026-05-19,BD-TDM,NV020,Trả góp,RF-8F66CC,Tủ lạnh,Aqua 250L,Xiaomi,2,22078775,0.12,38858644,0.08,3108691,41967335,17585000,35170000,3688644,0.0949,41967335,38858644,3108691,35170000,35170000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,280,1.0.0
INV20260500280,JV20260500280,SO20260500280,2026-05-26,HCM-TB,NV011,Trả góp,VC-8A6FDF,Máy hút bụi,Dyson V8,Samsung,3,5802798,0.16,14623050,0.08,1169844,15792894,3766000,11298000,3325050,0.2274,15792894,14623050,1169844,11298000,11298000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,281,1.0.0
INV20260500281,JV20260500281,SO20260500281,2026-05-31,HN-CG,NV014,Tiền mặt,KT-BD9201,Ấm siêu tốc,Kangaroo,Aqua,2,899253,0.14,1546715,0.08,123737,1670452,494000,988000,558715,0.3612,1670452,1546715,123737,988000,988000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,282,1.0.0
INV20260500282,JV20260500282,SO20260500282,2026-05-05,HCM-Q7,NV017,Chuyển khoản,WM-0EC5E7,Máy giặt,Toshiba 9kg,Sony,2,16838348,0.14,28961958,0.08,2316956,31278914,13548000,27096000,1865958,0.0644,31278914,28961958,2316956,27096000,27096000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,283,1.0.0
INV20260500283,JV20260500283,SO20260500283,2026-05-07,HN-CG,NV030,Thẻ,KT-225744,Ấm siêu tốc,Philips,Xiaomi,2,1394075,0.18,2286283,0.08,182902,2469185,895000,1790000,496283,0.2171,2469185,2286283,182902,1790000,1790000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,284,1.0.0
INV20260500284,JV20260500284,SO20260500284,2026-05-07,CT-NK,NV001,Chuyển khoản,KT-80B935,Ấm siêu tốc,Kangaroo,LG,2,575732,0.18,944200,0.08,75536,1019736,367000,734000,210200,0.2226,1019736,944200,75536,734000,734000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,285,1.0.0
INV20260500285,JV20260500285,SO20260500285,2026-05-11,HCM-Q7,NV030,Chuyển khoản,BL-404E2E,Máy xay,Panasonic Blender,Daikin,3,929720,0.17,2315002,0.08,185200,2500202,589000,1767000,548002,0.2367,2500202,2315002,185200,1767000,1767000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,286,1.0.0
